[12, 8, 4, 2]	AT-26A
[5, 3, 2, 1]	F+W Vampire FB.6 (Late)
[5, 3, 2, 1]	F+W Vampire FB.6
[5, 3, 2, 1]	F+W Vampire T.55
[12, 8, 4, 2]	F-100A
[15, 10, 5, 3]	F-100C
[16, 11, 5, 3]	F-100D (Late)
[16, 11, 5, 3]	F-100D
[18, 12, 6, 3]	F-100F (Wild Weasel I)
[18, 12, 6, 3]	F-100F (Wild Weasel II)
[16, 11, 5, 3]	F-100F
[24, 16, 8, 4]	F-101B
[16, 11, 5, 3]	F-101C
[20, 13, 7, 3]	F-102A (Late)
[20, 13, 7, 3]	F-102A
[18, 12, 6, 3]	F-104A (Late)
[15, 10, 5, 3]	F-104A
[18, 12, 6, 3]	F-104B (Late)
[16, 11, 5, 3]	F-104B
[16, 11, 5, 3]	F-104C (ATA Refueling)
[16, 11, 5, 3]	F-104C
[16, 11, 5, 3]	F-104D (ATA Refueling)
[16, 11, 5, 3]	F-104D
[22, 15, 7, 4]	F-105B
[24, 16, 8, 4]	F-105D (Thunderstick II)
[24, 16, 8, 4]	F-105D
[24, 16, 8, 4]	F-105F (Early Wild Weasel)
[24, 16, 8, 4]	F-105F (Late Wild Weasel)
[24, 16, 8, 4]	F-105G (Early Wild Weasel)
[24, 16, 8, 4]	F-105G (Late Wild Weasel)
[25, 17, 8, 4]	F-106A (SIX SHOOTER)
[25, 17, 8, 4]	F-106A
[32, 21, 11, 5]	F-111A
[32, 21, 11, 5]	F-111B
[32, 21, 11, 5]	F-111E
[36, 24, 12, 6]	F-16A-1 Fighting Falcon
[36, 24, 12, 6]	F-16A-10 Fighting Falcon
[36, 24, 12, 6]	F-16A-15 Fighting Falcon
[36, 24, 12, 6]	F-16A-5 Fighting Falcon
[25, 17, 8, 4]	F-4B (1966 Upgrade)
[25, 17, 8, 4]	F-4B (1967 Upgrade)
[25, 17, 8, 4]	F-4B (1971 Upgrade)
[25, 17, 8, 4]	F-4B (1975 Upgrade)
[25, 17, 8, 4]	F-4B
[25, 17, 8, 4]	F-4C (1966 Upgrade)
[25, 17, 8, 4]	F-4C (1971 Upgrade)
[25, 17, 8, 4]	F-4C (1975 Upgrade)
[25, 17, 8, 4]	F-4C
[30, 20, 10, 5]	F-4E (1971 Upgrade)
[30, 20, 10, 5]	F-4E (1975 Upgrade)
[30, 20, 10, 5]	F-4E
[28, 19, 9, 5]	F-4J (1971 Upgrade)
[28, 19, 9, 5]	F-4J (1975 Upgrade)
[28, 19, 9, 5]	F-4J
[5, 3, 2, 1]	F-51D
[16, 11, 5, 3]	F-5A
[18, 12, 6, 3]	F-5C
[7, 5, 2, 1]	F-80C
[8, 5, 3, 1]	F-84E
[9, 6, 3, 2]	F-84G
[8, 5, 3, 1]	F-86A
[11, 7, 4, 2]	F-86D
[8, 5, 3, 1]	F-86E
[9, 6, 3, 2]	F-86F-1 (6-3 Wing)
[9, 6, 3, 2]	F-86F-1
[9, 6, 3, 2]	F-86F-10 (6-3 Wing)
[9, 6, 3, 2]	F-86F-10
[9, 6, 3, 2]	F-86F-25 (6-3 Wing)
[9, 6, 3, 2]	F-86F-25
[10, 7, 3, 2]	F-86F-35 (6-3 Wing)
[10, 7, 3, 2]	F-86F-35
[10, 7, 3, 2]	F-86F-40
[9, 6, 3, 2]	F-86F-5 (6-3 Wing)
[9, 6, 3, 2]	F-86F-5
[12, 8, 4, 2]	F-86H (Extended 6-3 Wing)
[12, 8, 4, 2]	F-86H
[12, 8, 4, 2]	F-86K (Extended 6-3 Wing)
[11, 7, 4, 2]	F-86K
[13, 9, 4, 2]	F-86L
[12, 8, 4, 2]	F-89D
[14, 9, 5, 2]	F-89H
[15, 10, 5, 3]	F-89J (Fuel-Only Pods)
[15, 10, 5, 3]	F-89J (Rocket-and-Fuel Pods)
[20, 13, 7, 3]	F-8C (1966 Upgrade)
[20, 13, 7, 3]	F-8C (1969 Upgrade)
[20, 13, 7, 3]	F-8C
[22, 15, 7, 4]	F-8D (1966 Upgrade)
[22, 15, 7, 4]	F-8D (1969 Upgrade)
[22, 15, 7, 4]	F-8D
[24, 16, 8, 4]	F-8E (1966 Upgrade)
[24, 16, 8, 4]	F-8E (1969 Upgrade)
[24, 16, 8, 4]	F-8E (FN)
[24, 16, 8, 4]	F-8E
[24, 16, 8, 4]	F-8J
[10, 7, 3, 2]	F-94A
[10, 7, 3, 2]	F-94B
[8, 5, 3, 1]	F2H-2
[9, 6, 3, 2]	F2H-2B (ATA Refueling)
[9, 6, 3, 2]	F2H-2B
[8, 5, 3, 1]	F2H-2P
[11, 7, 4, 2]	F2H-3 (ATA Refueling)
[11, 7, 4, 2]	F2H-3 (RCN)
[11, 7, 4, 2]	F2H-3
[12, 8, 4, 2]	F2H-4 (ATA Refueling)
[12, 8, 4, 2]	F2H-4
[25, 17, 8, 4]	F4H-1
[26, 17, 9, 4]	F4H-1P
[6, 4, 2, 1]	F4U-4
[6, 4, 2, 1]	F4U-4B
[6, 4, 2, 1]	F4U-4P
[6, 4, 2, 1]	F4U-5
[6, 4, 2, 1]	F4U-5N
[6, 4, 2, 1]	F4U-5NL
[6, 4, 2, 1]	F4U-5P
[12, 8, 4, 2]	F7U-3
[14, 9, 5, 2]	F7U-3M
[20, 13, 7, 3]	F8U-1P
[20, 13, 7, 3]	F8U-2
[22, 15, 7, 4]	F8U-2N
[24, 16, 8, 4]	F8U-2NE
[7, 5, 2, 1]	F9F-2
[7, 5, 2, 1]	F9F-2B
[7, 5, 2, 1]	F9F-2P
[8, 5, 3, 1]	F9F-5
[8, 5, 3, 1]	F9F-5P
[9, 6, 3, 2]	F9F-6
[9, 6, 3, 2]	F9F-6P
[12, 8, 4, 2]	F9F-8
[12, 8, 4, 2]	F9F-8B
[9, 6, 3, 2]	F9F-8P
[12, 8, 4, 2]	F9F-8T
[36, 24, 12, 6]	F/A-18A
[5, 3, 2, 1]	FIAT Vampire FB.52A
[5, 3, 2, 1]	HAL Vampire FB.52
[5, 3, 2, 1]	HAL Vampire T.55
[0, 0, 0, 0]	HH-53C
[6, 4, 2, 1]	Il-10 (Late)
[6, 4, 2, 1]	Il-10
[12, 8, 4, 2]	Il-28
[12, 8, 4, 2]	Il-28N
[12, 8, 4, 2]	Il-28R
[11, 7, 4, 2]	Impala Mk I
[12, 8, 4, 2]	Impala Mk II
[10, 7, 3, 2]	MB-326B
[10, 7, 3, 2]	MB-326E
[10, 7, 3, 2]	MB-326F
[11, 7, 4, 2]	MB-326G
[10, 7, 3, 2]	MB-326H
[12, 8, 4, 2]	MB-326K
[11, 7, 4, 2]	MB-326L
[11, 7, 4, 2]	MB-326M
[5, 3, 2, 1]	Macchi Vampire FB.52A
[0, 0, 0, 0]	Medium Lift Helicopter
[6, 4, 2, 1]	Meteor F.8
[8, 5, 3, 1]	Meteor FR.9
[9, 6, 3, 2]	MiG-15ISh
[9, 6, 3, 2]	MiG-15P
[7, 5, 2, 1]	MiG-15UTI
[8, 5, 3, 1]	MiG-15bis
[11, 7, 4, 2]	MiG-17
[11, 7, 4, 2]	MiG-17F
[12, 8, 4, 2]	MiG-17P
[12, 8, 4, 2]	MiG-17PF
[12, 8, 4, 2]	MiG-17PFU
[16, 11, 5, 3]	MiG-19P (Early)
[16, 11, 5, 3]	MiG-19P (Late)
[16, 11, 5, 3]	MiG-19PM
[16, 11, 5, 3]	MiG-19S (Early)
[16, 11, 5, 3]	MiG-19S (Late)
[16, 11, 5, 3]	MiG-19SF Farmer-C
[16, 11, 5, 3]	MiG-21F-13
[14, 9, 5, 2]	MiG-21F
[18, 12, 6, 3]	MiG-21FL
[24, 16, 8, 4]	MiG-21M (CS)
[22, 15, 7, 4]	MiG-21M
[24, 16, 8, 4]	MiG-21MF (CS)
[24, 16, 8, 4]	MiG-21MF
[18, 12, 6, 3]	MiG-21PF
[18, 12, 6, 3]	MiG-21PFM
[22, 15, 7, 4]	MiG-21S
[24, 16, 8, 4]	MiG-21SM
[24, 16, 8, 4]	MiG-21bis
[22, 15, 7, 4]	MiG-27
[21, 14, 7, 4]	Mirage 5BA
[21, 14, 7, 4]	Mirage 5F
[22, 15, 7, 4]	Mirage IIIEA
[6, 4, 2, 1]	Mistral
[10, 7, 3, 2]	Mystère IVA
[40, 27, 13, 7]	Nimrod MR.1
[50, 33, 17, 8]	Nimrod MR.2
[55, 37, 18, 9]	Nimrod MR.2P
[0, 0, 0, 0]	O-1E Bird Dog
[0, 0, 0, 0]	O-2A Skymaster
[10, 7, 3, 2]	OA-37B
[0, 0, 0, 0]	OH-58C
[7, 5, 2, 1]	Ouragan
[25, 17, 8, 4]	P2V-7U
[40, 27, 13, 7]	RA-5C (1967 Upgrade)
[40, 27, 13, 7]	RA-5C (1971 Upgrade)
[40, 27, 13, 7]	RA-5C
[24, 16, 8, 4]	RB-29A
[34, 23, 11, 6]	RB-66C
[20, 13, 7, 3]	RF-101C (Late)
[20, 13, 7, 3]	RF-101C
[26, 17, 9, 4]	RF-4B (1966 Upgrade)
[26, 17, 9, 4]	RF-4B (1967 Upgrade)
[26, 17, 9, 4]	RF-4B (1971 Upgrade)
[26, 17, 9, 4]	RF-4B (1975 Upgrade)
[26, 17, 9, 4]	RF-4B
[26, 17, 9, 4]	RF-4C (1966 Upgrade)
[26, 17, 9, 4]	RF-4C (1971 Upgrade)
[26, 17, 9, 4]	RF-4C (1975 Upgrade)
[26, 17, 9, 4]	RF-4C
[6, 4, 2, 1]	RF-51D
[18, 12, 6, 3]	RF-5A
[7, 5, 2, 1]	RF-80C
[20, 13, 7, 3]	RF-8A
[7, 5, 2, 1]	RT-33A
[5, 3, 2, 1]	SNCASE Vampire FB.5
[7, 5, 2, 1]	Sea Fury FB.11
[24, 16, 8, 4]	Sea Harrier FA.2
[20, 13, 7, 3]	Sea Harrier FRS.1
[24, 16, 8, 4]	Sea Harrier FRS.2
[5, 3, 2, 1]	Sea Vampire F.20
[5, 3, 2, 1]	Sea Vampire T.22 (Late)
[5, 3, 2, 1]	Sea Vampire T.22
[11, 7, 4, 2]	Shenyang F-5
[12, 8, 4, 2]	Shenyang F-5A
[16, 11, 5, 3]	Shenyang F-6 (PAF)
[16, 11, 5, 3]	Shenyang F-6
[16, 11, 5, 3]	Shenyang F-6A
[7, 5, 2, 1]	Shenyang FT-2
[11, 7, 4, 2]	Shenyang J-5
[12, 8, 4, 2]	Shenyang J-5A
[16, 11, 5, 3]	Shenyang J-6
[16, 11, 5, 3]	Shenyang J-6A
[16, 11, 5, 3]	Shenyang J-6B
[16, 11, 5, 3]	Shenyang J-6C
[7, 5, 2, 1]	Shenyang JJ-2
[18, 12, 6, 3]	Su-11
[16, 11, 5, 3]	Su-9
[5, 3, 2, 1]	T-33A
[8, 5, 3, 1]	T-37C
[12, 8, 4, 2]	TF-9J
[13, 9, 4, 2]	Tu-14
[15, 10, 5, 3]	Tu-14T
[30, 20, 10, 5]	Tu-16
[30, 20, 10, 5]	Tu-16A
[34, 23, 11, 6]	Tu-16K
[34, 23, 11, 6]	Tu-16KS
[46, 31, 15, 8]	Tu-22M2
[12, 8, 4, 2]	Tu-2P
[6, 4, 2, 1]	Tu-2S
[24, 16, 8, 4]	Tu-4
[24, 16, 8, 4]	Tu-4A
[24, 16, 8, 4]	Tu-4P
[5, 3, 2, 1]	Vampire F.1
[5, 3, 2, 1]	Vampire F.3
[5, 3, 2, 1]	Vampire FB.5
[5, 3, 2, 1]	Vampire FB.50
[5, 3, 2, 1]	Vampire FB.52
[5, 3, 2, 1]	Vampire FB.52A
[5, 3, 2, 1]	Vampire FB.6
[5, 3, 2, 1]	Vampire FB.9 (Goblin 3)
[5, 3, 2, 1]	Vampire FB.9
[5, 3, 2, 1]	Vampire NF.10
[5, 3, 2, 1]	Vampire NF.54
[5, 3, 2, 1]	Vampire T.11 (Late)
[5, 3, 2, 1]	Vampire T.11
[5, 3, 2, 1]	Vampire T.55 (Late)
[5, 3, 2, 1]	Vampire T.55
[5, 3, 2, 1]	Vampire T.55A
[40, 27, 13, 7]	Vulcan B.2(MRR)
[40, 27, 13, 7]	Vulcan B.2
[40, 27, 13, 7]	Vulcan F.3 (Phoenix)
[40, 27, 13, 7]	Vulcan F.3 (Sea Dart)
[4, 3, 1, 1]	Yak-9D
[4, 3, 1, 1]	Yak-9P
[4, 3, 1, 1]	Yak-9U
